ApName,Super Build／SS7
Version,1.1.1.15
工事名,
略称,
結果名,結果1
計算日時,2021/06/08 02:46:48


name=大梁断面リスト
,,,,,SG01,SG02,SG11
,,,,,全断面,全断面,全断面
<data>
RFL 層,符号名,,,,RSG01,RSG02,RSG11
,断面,,,,,,
,鉄骨,,,,SH-450*250*9*12*13,SH-450*200*9*12*13,SH-450*200*9*12*13
,,,,,SN400B,SN400B,SN400B
4FL 層,符号名,,,,4SG01,4SG02,4SG11
,断面,,,,,,
,鉄骨,,,,SH-450*200*12*25*13,SH-450*250*9*22*13,SH-450*250*9*22*13
,,,,,SN400B,SN400B,SN400B
3FL 層,符号名,,,,3SG01,3SG02,3SG11
,断面,,,,,,
,鉄骨,,,,SH-450*250*9*22*13,SH-450*250*9*19*13,SH-450*200*9*12*13
,,,,,SN400B,SN400B,SN400B
2FL 層,符号名,,,,2SG01,2SG02,2SG11
,断面,,,,,,
,鉄骨,,,,SH-450*250*12*16*13,SH-450*200*9*16*13,SH-450*250*12*25*13
,,,,,SN400B,SN400B,SN400B


name=柱断面リスト
,,,,SC01,SC02,SC03
<data>
4F 階,符号名,,,4SC01,4SC02,4SC03
,断面,,,,,
,鉄骨,,,□-300*300*19*47.5,□-300*300*6*15,□-300*300*16*40
,,,,BCR295,BCR295,BCR295
3F 階,符号名,,,3SC01,3SC02,3SC03
,断面,,,,,
,鉄骨,,,□-300*300*12*30,□-300*300*8*20,□-300*300*6*15
,,,,BCR295,BCR295,BCR295
2F 階,符号名,,,2SC01,2SC02,2SC03
,断面,,,,,
,鉄骨,,,□-300*300*16*40,□-300*300*9*22.5,□-300*300*9*22.5
,,,,BCR295,BCR295,BCR295
1F 階,符号名,,,1SC01,1SC02,1SC03
,断面,,,,,
,鉄骨,,,□-300*300*19*47.5,□-300*300*16*40,□-300*300*6*15
,,,,BCR295,BCR295,BCR295


name=地震用重量
層(階),床面積,床自重(T.L),梁自重,壁自重,ﾌﾚｰﾑ外雑壁,特殊荷重,wi
,,,柱自重,基礎自重,積雪荷重,補正重量,(wi/A)
,m2,kN,kN,kN,kN,kN,kN
<data>
RFL(4F),113.4,805.2,37.3,0.0,0.0,0.0,853.7
,,,11.3,0.0,0.0,0.0,7.6,<RE>
4FL(3F),113.4,714.5,59.5,0.0,0.0,0.0,792.6
,,,18.8,0.0,0.0,0.0,7.0,<RE>
3FL(2F),113.7,716.4,50.0,0.0,0.0,0.0,783.4
,,,17.1,0.0,0.0,0.0,6.9,<RE>
2FL(1F),113.7,716.4,55.8,0.0,0.0,0.0,794.0
,,,21.9,0.0,0.0,0.0,7.0,<RE>
1FL,0.0,0.0,0.0,0.0,0.0,0.0,12.3
,,,12.3,0.0,0.0,0.0,0.0,<RE>


name=S梁検定比一覧
層,符号,M,,,Q,
,,左端,中央,右端,左端,右端
<data>
RFL,RSG01,1.04,0.91,1.29,0.47,0.49,<RE>
RFL,RSG02,0.90,0.01,0.37,0.29,0.19,<RE>
RFL,RSG11,0.03,0.02,0.03,0.02,0.02,<RE>
4FL,4SG01,0.65,0.47,0.78,0.34,0.36,<RE>
4FL,4SG02,0.25,0.03,0.24,0.24,0.23,<RE>
4FL,4SG11,0.02,0.02,0.02,0.03,0.03,<RE>
3FL,3SG01,0.56,0.44,0.72,0.44,0.48,<RE>
3FL,3SG02,0.34,0.06,0.17,0.26,0.20,<RE>
3FL,3SG11,0.03,0.02,0.03,0.02,0.02,<RE>
2FL,2SG01,0.74,0.58,0.96,0.32,0.35,<RE>
2FL,2SG02,0.50,0.09,0.21,0.26,0.18,<RE>
2FL,2SG11,0.02,0.02,0.02,0.02,0.02,<RE>


name=S柱検定比一覧
階,符号,M,,,Q,,組合せ,
,,柱頭,中央,柱脚,柱頭,柱脚,柱頭,柱脚
<data>
4F,4SC01,0.68,0.17,0.43,0.09,0.09,0.67,0.43,<RE>
4F,4SC02,1.13,0.29,0.95,0.17,0.17,1.13,0.95,<RE>
4F,4SC03,0.24,0.04,0.26,0.04,0.04,0.24,0.26,<RE>
3F,3SC01,0.47,0.14,0.49,0.07,0.07,0.45,0.47,<RE>
3F,3SC02,0.66,0.27,0.67,0.08,0.08,0.64,0.64,<RE>
3F,3SC03,0.24,0.13,0.27,0.03,0.03,0.23,0.26,<RE>
2F,2SC01,0.53,0.16,0.56,0.08,0.08,0.51,0.53,<RE>
2F,2SC02,0.79,0.36,0.80,0.09,0.09,0.76,0.77,<RE>
2F,2SC03,0.30,0.11,0.30,0.04,0.04,0.29,0.29,<RE>
1F,1SC01,0.43,0.31,0.20,0.02,0.02,0.37,0.14,<RE>
1F,1SC02,0.54,0.42,0.32,0.02,0.02,0.48,0.25,<RE>
1F,1SC03,0.34,0.29,0.25,0.01,0.01,0.29,0.20,<RE>
